test_id,test_name,matched_id,matched_name,score,is_correct
51399,C O G N I T I V E P R O D U C T I O N C E N T E R D E S I G N,51399,COGNITIVE DESIGN PRODUCTION CENTER,100.0,1
43173,R E S E A R C H E N E R G Y O F T H E O F T H E S C I E N C E S R U S S I A N I N S T I T U T E A C A D E M Y,43173,THE ENERGY RESEARCH INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES,100.0,1
17870,B E A T T I E M y r i a m D E S u s a n a B R I O N E S,17870,"BEATTIE DE BRIONES, Myriam Susana",84.84848484848484,1
49388,S T O C K R U S O L O V O P U B L I C C O M P A N Y J O I N T,49388,PUBLIC JOINT STOCK COMPANY RUSOLOVO,91.66666666666666,1
19580,K O R E A N C O L T D P O L I S H S H P G,19580,KOREAN POLISH SHPG CO LTD,78.43137254901961,1
45068,L I M I T E D L I A B I L I T Y C O M P A N Y M V,45068,LIMITED LIABILITY COMPANY MV,100.0,1
23151,M A R I N E L T D D A W N M A N A G E M E N T C O,23151,DAWN MARINE MANAGEMENT CO LTD,100.0,1
48690,L I A B I L I T Y C A R T O N A N D C O M P A N Y O T R A D N E N S K A Y A P A P E R L I M I T E D F A C T O R Y,48690,OTRADNENSKAYA PAPER AND CARTON FACTORY LIMITED LIABILITY COMPANY,81.81818181818181,1
7330,I N T E R N A T I O N A L N E D E R L A N D S T I C H T I N G B E N E V O L E N C E,7330,STICHTING BENEVOLENCE INTERNATIONAL NEDERLAND,89.13043478260869,1
46869,T I C A R E T I S T A N B U L S I R K E T I P I R L A N T L I M I T E D K U Y U M C U L U K,49700,RELAN LIMITED,82.5,0
30371,F A M C O D O O D E H S A N A T I,30371,SANATI DOODEH FAM CO.,76.19047619047619,1
44078,L I A B I L I T Y L I M I T E D M E T A L S P R O C E S S I N G C O M P A N Y U M M C N O N F E R R O U S,44078,UMMC NONFERROUS METALS PROCESSING LIMITED LIABILITY COMPANY,85.0,1
40868,C O M P A N Y L I M I T E D L I A B I L I T Y P R E P R E G D U B N A,40868,LIMITED LIABILITY COMPANY PREPREG-DUBNA,84.61538461538461,1
29793,C O M P A N Y N A T I O N A L O I L D I S T R I B U T I O N I R A N I A N P R O D U C T S,29793,NATIONAL IRANIAN OIL PRODUCTS DISTRIBUTION COMPANY,100.0,1
21727,B i n M o h a m e d J E D I W a n n d y M u h a m m a d,21727,"JEDI, Muhammad Wanndy Bin Mohamed",90.9090909090909,1
8595,J a f f a r A h m a d M A K K I A b d u l l a h,8595,"MAKKI, Jaffar Ahmad Abdullah",85.71428571428572,1
47794,L I M I T E D S I N A R A T R A N S A U T O C O M P A N Y L I A B I L I T Y,35874,TRV AUTO LIMITED LIABILITY COMPANY,84.61538461538461,0
52007,S H A N G H A I S E A X U A N W U L T D F R E I G H T Y O U B I C O,52005,XUANWU WENQU SEA FREIGHT SHANGHAI CO LTD,87.8048780487805,0
7919,D E V E L O P M E N T F O R R E L I E F A N D A S S O C I A T I O N S A N A B I L,7919,SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,80.85106382978724,1
40822,R U S S U L C O M P A N Y L I A B I L I T Y L I M I T E D,40822,LIMITED LIABILITY COMPANY RUSSUL,98.46153846153847,1
16436,I N D U S T R I E S I R A N A V I A T I O N O R G A N I Z A T I O N,16436,IRAN AVIATION INDUSTRIES ORGANIZATION,100.0,1
51065,F U T U R E G L A Z I N G N V M A N A G E M E N T,51065,GLAZING FUTURE MANAGEMENT NV,100.0,1
41861,T E C H N O L O G Y C O L I M I T E D K I N G P A I H K,41861,"KING-PAI TECHNOLOGY HK CO., LIMITED",89.23076923076923,1
32673,E d d y S I E R R A M a n u e l A R I A S,32673,"SIERRA ARIAS, Eddy Manuel",100.0,1
47936,C O M P A N Y L I A B I L I T Y L I M I T E D S T E L I X,47924,LIMITED LIABILITY COMPANY STEK,92.06349206349206,0
18950,Z O N A S A P A N A M A V I D A L I B R E,18950,VIDA PANAMA (ZONA LIBRE) S.A.,94.11764705882352,1
40586,E L E K T R O R A D I O A V T I M A T I K A A K T S I O N E R N O Y E P R E D P R I Y A T I E V L A D I V O S T O K S K O Y E O B S H C H E S T V O,49213,ELEKTRORADIOAVTOMATIKA JSC,80.42553191489361,0
31675,O B L A S T C O M M I T T E E D I R E C T O R A T E A F F A I R S B R E S T T H E O F E X E C U T I V E I N T E R N A L O F,31675,DIRECTORATE OF INTERNAL AFFAIRS OF THE BREST OBLAST EXECUTIVE COMMITTEE,100.0,1
23336,C O M P A N Y A B M C T H A I S O U T H S U D A N L I M I T E D C O N S T R U C T I O N,23336,ABMC THAI-SOUTH SUDAN CONSTRUCTION COMPANY LIMITED,88.0,1
51229,P L A T F O R M Y I U M N O G O R E S H E N I Y A T S I F R O V Y E A O G O R O D A,34686,T-PLATFORMS,80.0,0
46657,S T O C K C O M P A N Y A T O M S P E T S P R O J E C T J O I N T,48486,JOINT STOCK COMPANY SEA PROJECT,78.26086956521739,0
23065,E R T E B A T R A S T A F A N N E N G I N E E R I N G C O M P A N Y,23065,RASTAFANN ERTEBAT ENGINEERING COMPANY,79.41176470588236,1
9999,R E N D O N A l d e m a r J o s e R A M I R E Z,9999,"RENDON RAMIREZ, Jose Aldemar",75.0,0
44267,S T O C K B A N K L O C K O C O M P A N Y J O I N T,44267,JOINT STOCK COMPANY LOCKO BANK,98.36065573770492,1
25802,F I R S T L I M I T E D I S L A M I C I N V E S T M E N T B A N K,25802,FIRST ISLAMIC INVESTMENT BANK LIMITED,100.0,1
48729,J I N M I N G S H E N G H K L I M I T E D C O T E C H N O L O G Y,46730,SHENG CORE TECHNOLOGY CO LIMITED,77.77777777777779,0
50367,L I M I T E D C O M P A N Y T V K L I A B I L I T Y,50367,LIMITED LIABILITY COMPANY TVK,94.91525423728814,1
46785,F O R E I G N J O I N T C O M P A N Y T R A D E E L E K T R O N I N T O R G A S S O C I A T I O N S T O C K,46785,JOINT STOCK COMPANY FOREIGN TRADE ASSOCIATION ELEKTRONINTORG,77.41935483870968,1
30104,S H I P P I N G N O B L E L I M I T E D C O M P A N Y,30104,NOBLE SHIPPING COMPANY LIMITED,100.0,1
50156,A P A R I C I O P e d r o I N F A N T E J o s e,50156,"INFANTE APARICIO, Pedro Jose",80.70175438596492,1
12841,A b d e l E z e d i n A z i z K H A L I L,12841,"KHALIL, Ezedin Abdel Aziz",92.0,1
45028,C O M P A N Y I N F O R I O N L I A B I L I T Y L I M I T E D,45028,LIMITED LIABILITY COMPANY INFORION,91.42857142857143,1
39960,F O R A L K H O B A R A A C C O U N T I N G A U D I T I N G A N D S T U D I E S,39960,"AL-KHOBARA FOR ACCOUNTING, AUDITING, AND STUDIES",92.5,1
52659,J O I N T S T O C K C O M P A N Y A N T A R E S,52659,JOINT STOCK COMPANY ANTARES,100.0,1
44094,G A Z N E F T E M A S H F I R M A K O M M E R C H E S K A Y A L I A B I L I T Y P R O I Z V O S T V E N N A Y A C O M P A N Y L I M I T E D,49171,LKKA COMPANY LIMITED,81.81818181818181,0
25640,R A S T I N C O M P A N Y P A R S I A N K H A D A M A T,30465,LIA COMPANY,72.0,0
47231,Z E E N I T A N D D M C C S U P P L Y T R A D I N G,47231,ZEENIT SUPPLY AND TRADING DMCC,82.53968253968253,1
11477,C A M B I O S C V S A E N C O N S U L T O R I A F A L C O N D E,11477,CONSULTORIA EN CAMBIOS FALCON S.A. DE C.V.,78.48101265822784,1
42097,M E T A L L O I N V E S T C O M P A N Y M A N A G E M E N T L L C,42097,MANAGEMENT COMPANY METALLOINVEST LLC,75.67567567567568,1
48746,J S C G R O U P P O S T P R O C E S S O R C O N S U L T I N G,48746,JSC CONSULTING GROUP POSTPROCESSOR,98.55072463768117,1
42439,S E R V I C E S D E S I N T E G R A L R L C V A K A D E,42439,"AKA INTEGRAL SERVICES, S. DE R.L. DE C.V.",81.15942028985508,1
28655,S A T U R N O A S I S C O L I M I T E D,28655,"SATURN OASIS CO., LIMITED",100.0,1
47970,T H R E E A G R O C O M P A N Y L I A B I L I T Y L I M I T E D,47970,LIMITED LIABILITY COMPANY THREEAGRO,86.11111111111111,1
18210,T R A N S P O R T M A R I T I M E F O R S Y R I A N G E N E R A L A U T H O R I T Y,18210,SYRIAN GENERAL AUTHORITY FOR MARITIME TRANSPORT,100.0,1
49436,L I M I T E D L I A B I L I T Y C O M P A N Y U N D Y T K A N,49436,LIMITED LIABILITY COMPANY UNDYTKAN,100.0,1
9995,C a r l o s A r t u r o R E S T R E P O P A T I N O,9995,"PATINO RESTREPO, Carlos Arturo",91.52542372881356,1
25646,D E C A B A N C O I N T E R N A C I O N A L D E S A R R O L L O,25646,"BANCO INTERNACIONAL DE DESARROLLO, C.A.",87.5,1
37006,O g l y S A D Y G O V K a m i l F a m i l,37006,"SADYGOV, Famil Kamil Ogly",71.42857142857143,0
17187,I N T H E O F J E R U S A L E M E N V I R O N S M U J A H I D I N C O U N C I L S H U R A,17187,MUJAHIDIN SHURA COUNCIL IN THE ENVIRONS OF JERUSALEM,95.23809523809523,1
45861,O T V E T S T V E N N O S T Y U S O G R A N I C H E N N O I R U S A V T O M A T I K A O B S H C H E S T V O,30503,"WANG, Chen",67.5,0
42677,S T O C K P U B L I C C O M P A N Y C O N S U L T I N G J O I N T T Y A Z H P R E S S M A S H,30465,LIA COMPANY,81.0,0
50408,O O O F I O K T E L E P E M E Z H R E G I O N S T R O J M A G Y A R O R S Z A G I,50408,MEZHREGIONSTROJ OOO MAGYARORSZAGI FIOKTELEPE,68.29268292682926,0
16181,R I V E R A C V I N M O B I L I A R I A D E S A M A R A D I A G A,18088,BRIC INMOBILIARIA,78.75,0
48317,M E L O D Y P V T S H I P M A N A G E M E N T L T D,48317,MELODY SHIPMANAGEMENT PVT LTD,88.46153846153845,1
50811,K O M P A N I Y A A K T S I O N E R N O E S T A L E P R O M Y S H L E N N A Y A O B S H C H E S T V O,16839,PANYA AG,77.14285714285715,0
36044,U N I T E D C E N T R A L C O R P O R A T I O N J S C D E S I G N B U I L D I N G A Y S B E R G S H I P B U I L D I N G,36044,UNITED SHIPBUILDING CORPORATION JSC AYSBERG CENTRAL DESIGN BUILDING,95.58823529411765,1
52617,C O L T D S H E N Z H E N T E C H N O L O G Y Y I S H E N G D A I N T E R N A T I O N A L,17273,NIA INTERNATIONAL,84.0,0
11186,C A R V A J A L B A R R I O S H u g o A r m a n d o,11186,"CARVAJAL BARRIOS, Hugo Armando",100.0,1
27322,A b d u l l a h A b u A L B A R N A W I i b n U m a r,27322,"AL-BARNAWI, Abu Abdullah ibn Umar",87.5,1
17810,G u s t a v o L O P E Z G O N Z A L E Z E n r i q u e,17810,"GONZALEZ LOPEZ, Gustavo Enrique",100.0,1
40657,2 E N T E R P R I S E N O M I N I N G,40657,MINING ENTERPRISE NO 2,100.0,1
9403,C A M B I O S D E P A L M I L L A S A C V,9403,CAMBIOS PALMILLA S.A. DE C.V.,90.47619047619048,1
38139,J O I N T C O M P A N Y T E C H N O L O G Y E L E K T R O N I K A C E N T E R S T O C K D E S I G N,38139,JOINT STOCK COMPANY DESIGN TECHNOLOGY CENTER ELEKTRONIKA,86.95652173913044,1
50941,C O L I M I T E D T E C H N O L O G Y H O N E S T W I N,50941,HONESTWIN TECHNOLOGY CO LIMITED,88.88888888888889,1
50185,N O R I L S K A V I A A K T S I O N E R N O E O B S H C H E S T V O,46443,NAUCHNO ISSLEDOVATELSKI INSTITUT KHIMICHESKIKH ISTOCHNIKOV TOKA AKTSIONERNOE OBSHCHESTVO,78.0,0
40135,B O R D E R G U A R D O F B U R E A U G E N E R A L S T A T E S E C U R I T Y M I N I S T R Y,40135,MINISTRY OF STATE SECURITY BORDER GUARD GENERAL BUREAU,100.0,1
51887,E N E R G Y M A R S A D M C C T R A D I N G,51887,MARSA ENERGY TRADING DMCC,88.46153846153845,1
50915,S E R V I C E S T O C K T O R G O V L Y A J O I N T P R I B O R Y C O M P A N Y,30412,DAY COMPANY,80.0,0
36040,R E S E A R C H C O M P A N Y A N D D E S I G N B U R E A U J O I N T O N E G A T E C H N O L O G I C A L S T O C K,36040,JOINT STOCK COMPANY RESEARCH DESIGN AND TECHNOLOGICAL BUREAU ONEGA,96.2406015037594,1
45059,R E D M E T K O N T S E N T R A T C O M P A N Y L I A B I L I T Y L I M I T E D,43249,LIMITED LIABILITY COMPANY TRAST KONG,83.33333333333334,0
50592,L I M I T E D L I A B I L I T Y R I V E R S E A C O M P A N Y S E R V I C E,50592,SEA RIVER SERVICE LIMITED LIABILITY COMPANY,100.0,1
6939,A L A H D A L S a d i q H a m d i M o h a m m a d M o h a m m a d,6939,"AL-AHDAL, Mohammad Hamdi Mohammad Sadiq",83.11688311688312,1
25047,C O M P A N Y A C I D P R O D U C T I O N Z A N J A N,25047,ZANJAN ACID PRODUCTION COMPANY,91.80327868852459,1
41383,T R A D E M E I L T D C O Y A N T A I X U N,41383,"YANTAI MEI XUN TRADE CO., LTD.",100.0,1
42156,O S K O L E L E C T R O M E T A L L U R G I C A L P L A N T A O,42156,OSKOL ELECTROMETALLURGICAL PLANT AO,100.0,1
50249,F E D E R A L N O E A V A N G A R D K A Z E N N O E P R E D P R I I A T I E,50250,FEDERALNOE KAZENNOE PREDPRIIATIE GOSUDARSTVENNYI NAUCHNO ISSLEDOVATELSKII INSTITUT KHIMICHESKIKH PRODUKTOV,79.41176470588235,0
48742,I M P E X I H R A C A T D I S S I R K E T I T I C A R E T V E L I M I T E D A L P H A I T H A L A T,8404,T.E.G. LIMITED,81.0,0
18735,L I A B I L I T Y R E A L E S T A T E V T B L I M I T E D C O M P A N Y,18735,VTB REAL ESTATE LIMITED LIABILITY COMPANY,96.3855421686747,1
26788,J o s e R O D R I G U E Z S U N I G A J u a n,26788,"SUNIGA RODRIGUEZ, Jose Juan",86.79245283018868,1
37670,M A S H I N O S T R O I T E L Z A V O D C O M P A N Y S T O C K P E R M S K I Y J O I N T,37483,ANDA COMPANY,73.63636363636364,0
51217,A N D I M P O R T L I M I T E D E X P O R T C O Y I W U V O R T E X,51217,YIWU VORTEX IMPORT AND EXPORT CO LIMITED,93.82716049382715,1
40954,S T R A T T O N I N V E S T M E N T L T D G R O U P,40954,STRATTON INVESTMENT GROUP LTD,100.0,1
11598,E N E R G Y A T O M I C O F G E N E R A L B U R E A U,11598,GENERAL BUREAU OF ATOMIC ENERGY,100.0,1
50778,O F S Y S T E M S R E G I O N U N M A N N E D T H E F O R T U L A C E N T E R,50778,CENTER FOR UNMANNED SYSTEMS OF THE TULA REGION,100.0,1
9401,D E C V S A C H I H U A H U A F O O D S,9401,CHIHUAHUA FOODS S.A. DE C.V.,83.33333333333334,1
43096,C O M P A N Y P O L I M E T A L L S T O C K J O I N T,40718,PUBLIC JOINT STOCK COMPANY MTS BANK,83.5820895522388,0
15969,F Z E G L O B A L I N T E R N A T I O N A L E N E R G Y,15969,ENERGY GLOBAL INTERNATIONAL FZE,92.06349206349206,1
49147,Z V E Z D A L I A B I L I T Y L I M I T E D C O M P A N Y S E V E R N A Y A,43125,SEVERNAYA ZVEZDA LIMITED LIABILITY COMPANY,91.76470588235294,0
40378,A l f o n s o L u i s L E R M A Z A M U D I O,40378,"ZAMUDIO LERMA, Luis Alfonso",83.01886792452831,1
44682,I N T E R N A T I O N A L C E N T E R B U D G E T A R Y I N S T I T U T E E D U C A T I O N A L C H I L D R E N A R T E K S T A T E F E D E R A L,44682,FEDERAL STATE BUDGETARY EDUCATIONAL INSTITUTE INTERNATIONAL CHILDREN CENTER ARTEK,96.93251533742331,1
49163,H A V A S E P E H R C O L L C F A N A V A R I H A Y E P I S H R A N S A Z E H,4695,HAMAS,72.0,0
18788,L I M I T E D L I A B I L I T Y C O M P A N Y R T I N F O R M,45930,LIMITED LIABILITY COMPANY BIK INFORM,92.06349206349206,0
37903,G R E E N L A N D S D N B H D S U N R I S E,37903,SUNRISE GREENLAND SDN. BHD.,82.35294117647058,1
37617,P O R T I L L O O b e d C h r i s t i a n S E P U L V E D A,37617,"SEPULVEDA PORTILLO, Obed Christian",95.52238805970148,1
18635,H A K I M B e n A L I H a b i b B o u b a k e r B e n,18635,"ALI HAKIM, Boubaker Ben Habib Ben",83.07692307692307,1
50636,R E S E A R C H O F C O M A C H I N E R Y I N D U S T R Y I N S T I T U T E A U T O M A T I O N B E I J I N G F O R L T D,50636,BEIJING RESEARCH INSTITUTE OF AUTOMATION FOR MACHINERY INDUSTRY CO. LTD.,100.0,1
9552,S I L K C O M P A N Y F L O W E R L T D B A N G K O K,9552,BANGKOK SILK FLOWER COMPANY LTD.,100.0,1
52274,A T L A N T I C L I M I T E D O P C P R I V A T E N A V I G A T I O N,52274,ATLANTIC NAVIGATION OPC PRIVATE LIMITED,100.0,1
29506,E S P A C I O S A C U A T I C O S E D E I N S T I T U T O L O S N A C I O N A L I N S U L A R E S,29506,INSTITUTO NACIONAL DE LOS ESPACIOS ACUATICOS E INSULARES,72.41379310344827,0
33012,R E A L E S C a r l o s J u a n B R I T T O,33012,"REALES BRITTO, Juan Carlos",90.19607843137256,1
49624,W A V E L L C M A R I N E S T E L L A R,49624,STELLAR WAVE MARINE L.L.C,100.0,1
7853,a b d M a j i d A L T I K R I T I a l G h a f u r S u l a i m a n B a r z a n,16265,"ABDUL MAJID, Afif",70.43478260869566,0
51200,G E N E R A L A B U L L C T R A D I N G R A G U E B,8210,AL WASEL AND BABEL GENERAL TRADING LLC,67.6056338028169,0
42977,V A N E d w i n O n n o I N G E N,42977,"VAN INGEN, Edwin Onno",80.95238095238095,1
50375,J O I N T A V T O K R A N O V Y I S T O C K G A L I C H S K I I C O M P A N Y Z A V O D,30465,LIA COMPANY,72.0,0
26566,G R O U P M O V A H H E D D A N E S H S H A H I D,26566,SHAHID MOVAHHED DANESH GROUP,76.66666666666666,1
39976,A U D I T I N G T H E A C C O U N T I N G A N D A U D I T O R S F O R,39976,THE AUDITORS FOR ACCOUNTING AND AUDITING,100.0,1
45945,C O M P A N Y I N V E S T M E N T D E C I S I O N S 5 L I A B I L I T Y L I M I T E D,45945,LIMITED LIABILITY COMPANY INVESTMENT DECISIONS 5,100.0,1
30264,Z A P A T A G A R Z O N F r e d y J h o n,30264,"ZAPATA GARZON, Jhon Fredy",80.95238095238095,1
45529,O M U T N I N S K M E T A L L U R G I C A L C O M P A N Y J O I N T P L A N T S T O C K,45529,JOINT STOCK COMPANY OMUTNINSK METALLURGICAL PLANT,86.27450980392157,1
7149,S O C I E T Y R E V I V A L H E R I T A G E O F I S L A M I C,7149,REVIVAL OF ISLAMIC HERITAGE SOCIETY,100.0,1
52011,C O M P A N Y S T O C K J O I N T H O L D I N G M A G N E Z I T,52011,JOINT STOCK COMPANY MAGNEZIT HOLDING,90.41095890410959,1
49537,G E M I B U L U T L A R S I R K E T I T I C A R E T S A N A Y I L I M I T E D T E R S A N E C I L I K,48763,IPM LIMITED,72.0,0
16623,M i g u e l A r n u l f o V A L L E V A L L E,48500,ELAR,90.0,0
8139,D a r i o R a f a e l P I T A L U A A T E N C I A,8139,"ATENCIA PITALUA, Rafael Dario",88.13559322033898,1
27724,C H I R I N O S C a r l o s C A L D E R O N A l b e r t o,27724,"CALDERON CHIRINOS, Carlos Alberto",90.9090909090909,1
27043,A R T E A G A G R A N K O A l e x a n d e r E n r i q u e,27043,"GRANKO ARTEAGA, Alexander Enrique",87.87878787878788,1
49347,V E D I S D E N E R T I C A R E T I H R A C A T A N O N I M I T H A L A T S I R K E T I,30108,"CHEN, Eric",67.5,0
22752,C H O U R I O R a f a e l S U A R E Z J e s u s,22752,"SUAREZ CHOURIO, Jesus Rafael",87.27272727272728,1
11300,H O N G J E W E L L E R Y G E M S C O L I M I T E D P A N G H K,11300,HONG PANG GEMS & JEWELLERY (HK) CO. LIMITED,100.0,1
23654,R O M A N S C O M P A N Y K I N G L I M I T E D,23654,KING ROMANS COMPANY LIMITED,100.0,1
21843,R U E L A S J o s e M a r i a A V I L A,21843,"RUELAS AVILA, Jose Maria",86.95652173913044,1
26202,I G R O U P I N V E S T M E N T S C O R P R I M,26202,RIM GROUP INVESTMENTS I CORP.,100.0,1
43072,T E C H N I C A L P L A N T R U B B E R S C A R T I C L E S T U L A,43072,SC TULA RUBBER TECHNICAL ARTICLES PLANT,94.87179487179486,1
21095,D E S A E G M O N T C V G R U P O,21095,"GRUPO EGMONT, S.A. DE C.V.",87.8048780487805,1
45900,F O R G R O U P L T D Z A W A Y A C O D E V E L O P M E N T A N D I N V E S T M E N T,45900,"ZAWAYA GROUP FOR DEVELOPMENT AND INVESTMENT CO., LTD.",88.23529411764706,1
12168,A M A Y A O n e c i m o A n t o n i o A L E M A N,12168,"AMAYA ALEMAN, Onecimo Antonio",76.0,1
25639,E X P O R T B A N K D E V E L O P M E N T I R A N O F,25639,EXPORT DEVELOPMENT BANK OF IRAN,100.0,1
46171,K h a l e d N a b i l C H O U M A N H a l i l,46171,"CHOUMAN, Nabil Khaled Halil",80.0,1
8395,C O P E T R A L T D N A V I G A T I O N T R A D I N G I N T E R N A T I O N A L,8395,PETRA NAVIGATION & INTERNATIONAL TRADING CO. LTD.,100.0,1
34753,M O B I L N Y E L I A B I L I T Y C O M P A N Y P L A T E Z H I L I M I T E D,34753,MOBILNYE PLATEZHI LIMITED LIABILITY COMPANY,97.72727272727273,1
32730,L I A B I L I T Y S K Y E M I R A T E S B L U E L I M I T E D C O M P A N Y,32730,LIMITED LIABILITY COMPANY EMIRATES BLUE SKY,100.0,1
23905,M A L A M A R C A R I N V E R S I O N E S,19199,"MEDAL INVERSIONES, S.A.",71.7948717948718,0
8210,T R A D I N G W A S E L A L G E N E R A L L L C B A B E L A N D,8210,AL WASEL AND BABEL GENERAL TRADING LLC,93.5064935064935,1
47759,I N S T I T U T E S C I E N T I F I C J O I N T E K R A N C O M P A N Y R E S E A R C H S T O C K,47759,JOINT STOCK COMPANY SCIENTIFIC RESEARCH INSTITUTE EKRAN,93.69369369369369,1
11246,T U N E S A D E U P A M E R I C A N C V,11246,"AMERICAN TUNE UP, S.A. DE C.V.",88.0,1
12457,S A R L E A R O S F R A N P A R T I C I P A C O E S G R U P O E M P R E E N D I M E N T O S,44457,LAROSA,75.00000000000001,0
24538,K H E D M A T I P A R T N E R S H I P A N D A S S O C I A T E S J O I N T O F M O H A M M A D R E Z A,24538,JOINT PARTNERSHIP OF MOHAMMADREZA KHEDMATI AND ASSOCIATES,84.7457627118644,1
23174,O F O F A N D T H E R E P U B L I C T R A N S P O R T A T I O N K O R E A L A N D M I N I S T R Y O F M A R I T I M E D E M O C R A T I C P E O P L E S,23174,MINISTRY OF LAND AND MARITIME TRANSPORTATION OF THE DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,100.0,1
29850,A L I T a h e r B I N K h o d r,49315,EKODOR,65.45454545454547,0
15270,A l M a u l i d Z u r e i k A L S U B H I A b d u l l a h A z z a m,9617,"ANSHORI, Abdullah",72.0,0
18322,T R A D I N G S T A T E S E V A S T O P O L E N T E R P R I S E P O R T S E A,18322,STATE ENTERPRISE SEVASTOPOL SEA TRADING PORT,100.0,1
42081,D E V E L O P M E N T C I T Y L I M I T E D L I A B I L I T Y C O M P A N Y,42081,CITY DEVELOPMENT LIMITED LIABILITY COMPANY,100.0,1
34506,A S S E T N A V I G A T O R M A N A G E M E N T O O O,34506,OOO NAVIGATOR ASSET MANAGEMENT,100.0,1
51276,P R O F I S T A I L L I A B I L I T Y L I M I T E D C O M P A N Y,51276,LIMITED LIABILITY COMPANY PROFISTAIL,91.89189189189189,1
47952,E L E C T R I C O U L O N G C O Z H E J I A N G L T D,47952,ZHEJIANG OULONG ELECTRIC CO LTD,85.71428571428572,1
8094,A Y A S H I S a m i e E l E l R a d i A b o u E L A b d Y a z i d,8094,"EL AYASHI, Radi Abd El Samie Abou El Yazid",78.57142857142857,1
7262,M O V E M E N T E A S T E R N I S L A M I C T U R K I S T A N,7262,EASTERN TURKISTAN ISLAMIC MOVEMENT,100.0,1
10999,S A D I S T R I B U I D O R A H E R M O S I L L O D E G A X I O L A H E R M A N O S D E C V,10999,DISTRIBUIDORA DE HERMOSILLO GAXIOLA HERMANOS S.A. DE C.V.,91.30434782608697,1
35765,H T O O G R O U P O F C O M P A N I E S,35765,HTOO GROUP OF COMPANIES,100.0,1
32118,R U M A N I A E O O D E V R O B E T,32118,EVROBET - RUMANIA EOOD,74.4186046511628,0
