test_id,matched_id,score,is_correct,match_name,test_name
49819,49819,77.19298245614034,True,CONSTRUCTORA JJESA S.A. DE C.V.,cv j jes a de constructor as a
49341,49341,56.71641791044777,True,MINYON KESICI TAKIMLAR MAKINE SANAYI VE TICARET LIMITED SIRKETI,limited taki m lar ves an ayiti caret minyo n kes ici makin e sir ket i
9485,9485,82.85714285714285,True,"AL-ISLAMBULI, Muhammad Ahmad Shawqi",al is lamb uli muhammad ahmad shaw qi
33619,33619,100.0,True,"LOPEZ GUTIERREZ, Rodolfo Francisco",lopez rodolfo gutierrez francisco
50811,51429,49.18032786885246,False,AKTSIONERNOE OBSHCHESTVO DEPOZITARNAYA KOMPANIYA REGION,kom pani yao b shche stv oak tsi one rno es tale pro my s hlen naya
43262,43262,100.0,True,JOINT STOCK COMPANY 53 ARSENAL,company stock 53 arsenal joint
16990,16990,64.51612903225806,True,INVERSIONES C.P.C.L. Y CIA. S. EN C.S.,c pcl s in versione sy cia enc s
23308,23308,100.0,True,"RIVAS REYES, Roberto Jose",roberto rivas reyes jose
9401,9401,81.63265306122449,True,CHIHUAHUA FOODS S.A. DE C.V.,s a chihuahua dec v foods
25078,25078,100.0,True,"RODRIGUEZ GOMEZ, Jorge Jesus",jorge gomez rodriguez jesus
34498,34498,82.05128205128204,True,PUBLIC JOINT STOCK COMPANY INSURANCE COMPANY ROSGOSSTRAKH,insurance company company stock ros goss trak h public joint
46034,46034,66.66666666666667,True,LLC ABZ BELYI RAST,a bz llc ra st be lyi
10622,10622,91.52542372881356,True,"BELTRAN SANCHEZ, Hector Manuel",sanchez hector beltr an manuel
48710,48710,100.0,True,TRANS GULF AGENCY LLC,trans gulf llc agency
31751,31751,76.66666666666666,True,"ALEJOS CAMBARA, Gustavo Adolfo",ale jos adolfo cam bara gustavo
16476,27763,61.904761904761905,False,AHRAR AL-SHARQIYA,darn a hans arina l sharia
43441,43441,100.0,True,LILY SUITES COMPANY LIMITED,suites limited lily company
50243,50243,68.96551724137932,True,OPEN JOINT STOCK COMPANY ROGACHEVSKY ZAVOD DIAPROEKTOR,company stock joint open ro gache v sky dia pro ek to rza vo d
44459,44459,89.28571428571429,True,FURAHA CONSTRUCTION PVT LTD,fur a hap vt construction ltd
30105,30105,100.0,True,SUPREME SHIPPING COMPANY LIMITED,company limited supreme shipping
15342,11858,62.857142857142854,False,INVERSIONES LAS ACACIAS Y CIA. LTDA.,y catering des acv rent associa lika
17228,17228,100.0,True,ASIAN AVIATION LOGISTICS COMPANY LIMITED,company logistics asian aviation limited
51206,51206,91.76470588235294,True,LIMITED LIABILITY COMPANY WAREHOUSE FORESS,warehouse for ess limited liability company
47642,47642,66.66666666666667,True,AKTSIONERNOE OBSHCHESTVO AKONIT URAL,a kts i one rno e ob shche stv oak on it ural
24786,24786,100.0,True,"AHMED, Qassim Abdullah Ali",qassim ali ahmed abdullah
49215,49215,100.0,True,MARINE EQUIPMENT ENGINEERING CORPORATION JSC,equipment marine jsc engineering corporation
25958,25958,75.0,True,TAKHTEH SHAHID BA HONAR,takht eh hon arb a shahid
51297,51297,86.48648648648648,True,SHREYA LIFE SCIENCES PRIVATE LIMITED,limited sh rey a sciences private life
44038,44038,100.0,True,ARSENAL MACHINE BUILDING PLANT OPEN JOINT STOCK COMPANY,company machine stock open building plant joint arsenal
49768,49768,77.14285714285715,True,"BIOCOMBUSTIBLES EL JICARO, S.A. DE C.V.",de el ji caro bio combustibles cvs a
46040,46040,91.0891089108911,True,LIMITED LIABILITY COMPANY ROSKAPSTROY CLEAN WATER,ros kap s troy water liability limited clean company
29118,29118,87.75510204081633,True,"SHEN YANG JING CHENG MACHINERY IMP&EXP. CO., LIMITED",shen limited co yang j in gimp exp machinery cheng
46515,46515,98.79518072289156,True,FEDERAL STATE ENTERPRISE KAMENSKY COMBINE,federal state enterprise kamen sky combine
35012,35012,100.0,True,NERO DRINKS COMPANY LIMITED,limited company nero drinks
46522,46522,95.72649572649573,True,ELPA RESEARCH INSTITUTE AND PILOT LINE JOINT STOCK COMPANY,joint company institute el pa stock pilot line research and
51604,50820,91.17647058823529,False,LIMITED LIABILITY COMPANY TM TECH,liability well tech limited company
7858,7858,63.33333333333333,True,"AL-TIKRITI, Tahir Jalil Habbush",jalil tahir hab bush al tikriti
50723,50723,77.51937984496125,True,ASSOCIAZIONE BENEFICA DI SOLIDARIETA CON IL POPOLO PALESTINESE,palestine sei ldi bene fic a solid a rie ta associazione con popolo
12186,12186,96.2962962962963,True,GRUPO HORTA ZAVALA S.A. DE C.V.,grupo s acv zavala de horta
11246,11246,97.95918367346938,True,"AMERICAN TUNE UP, S.A. DE C.V.",american desa tune cv up
49214,49214,95.57522123893806,True,RESEARCH AND PRODUCTION ASSOCIATION NAMED AFTER AS POPOV,after research named production pop ov association and as
49837,49837,87.09677419354838,True,FORNACIS ENERGY TRADING CO. L.L.C,llc energy co for nac is trading
44086,44086,81.13207547169812,True,LIMITED LIABILITY COMPANY STERLITAMAK CATALYST PLANT,liability st erlita mak catalyst company limited plant
18070,18070,70.0,True,NUEVA ATUNERA TRITON S.A. DE C.V.,cv a tuner as a triton de nueva
46020,46020,100.0,True,RUSSIAN TITANIUM RESOURCES LIMITED,resources russian titanium limited
52061,52061,72.41379310344827,True,"OSTEN BLANCO, Orozman Orlando",blanco osten orlando or oz man
37781,37781,100.0,True,JOINT STOCK COMPANY METEOR PLANT,meteor company stock joint plant
10899,10899,82.14285714285714,True,"BELTRAN LEYVA, Marcos Arturo",arturo marcos beltr an ley va
46909,46909,86.48648648648648,True,TEYF TADBIR ARYA ENGINEERING COMPANY,engineering arya tad bir company tey f
10587,10587,85.18518518518519,True,"NOOR MUHAMMAD, Abdul Majeed",noor abdul muhammad maj e ed
44266,44266,88.13559322033898,True,UNISTREAM COMMERCIAL BANK JSC,commercial jsc uni stream bank
17807,17807,81.57894736842105,True,"HARINGHTON PADRON, Katherine Nayarith",padr on nayarit h katherine haring ht on
22080,22080,82.53968253968253,True,"SALIM, Muhammad Ayman Nasir-al-Din",muhammad nasir aldin ayman salim
15097,15097,100.0,True,ELECTRONIC COMPONENTS INDUSTRIES CO,co electronic industries components
51531,47798,77.33333333333333,False,JOINT STOCK COMPANY FEDOROVO RISORSES,company stock invest geo se rvis joint
50740,49564,46.15384615384615,False,PROINTER ITSS D.O.O. BANJA LUKA CLAN INFINITY INTERNATIONAL GROUP,by uro in zhin i ring ooo s pek tr kon str uk tors ko e
30106,30106,100.0,True,"REACH HOLDING GROUP SHANGHAI CO., LTD.",co shanghai ltd reach group holding
50124,50319,45.070422535211264,False,JOINT STOCK COMPANY HOLDINGOVAYA KOMPANIYA SDS UGOL,ras pads kaya og rani chen no iu gol nayak om pani ya sobs h chest vo otv et st ven nost yu
27251,27251,82.14285714285714,True,SAAB CERTAIN & COMPANIA S. EN C.,c ens certain comp ania saab
40209,40209,100.0,True,TIAN FANG HONG KONG HOLDINGS LIMITED,kong fang hong limited holdings tian
42733,42733,98.50746268656717,True,MASHOIL LIMITED LIABILITY COMPANY,limited company mash oil liability
46645,50814,93.15068493150685,False,LIMITED LIABILITY COMPANY MASTER RM,limited metal master company liability
45376,51185,70.0,False,LIMITED LIABILITY COMPANY POWERCOM RUS,vek prom pro my s hlen naya company limited g rupp a liability
43098,43098,93.5064935064935,True,JOINT STOCK COMPANY POLYUS KRASNOYARSK,krasnoyarsk joint poly us company stock
16020,16020,76.92307692307692,True,IRAN & SHARGH COMPANY,iran sh argh company
46514,46514,100.0,True,JOINT STOCK COMPANY 75 ARSENAL,joint stock 75 arsenal company
49952,49952,54.20560747663552,True,AKTSIONERNOE OBSHCHESTVO KORPORATSIYA GALAKTIKA,gala kt ika ob shche stv ok or po rats i yaa kts i one rno e
52577,52577,87.8048780487805,True,LIMITED LIABILITY COMPANY CHERMET SERVIS,company liability limited cher mets e rvis
34764,32730,67.88990825688073,False,LIMITED LIABILITY COMPANY EMIRATES BLUE SKY,limited tek hno logi its ifr ov ye company budu shche go liability
7933,7933,62.5,True,"HIR, Zulkifli Bin Abdul",h irb in abdul zu lk if li
44578,44578,100.0,True,DEFENSE ENGINEERING LIMITED LIABILITY PARTNERSHIP,limited defense engineering liability partnership
52387,52387,98.18181818181819,True,"OBREGON PEREZ, Hector Andres",obreg on hector perez andres
30618,30618,90.14084507042254,True,"DONGMEI INVESTMENT GROUP CO., LIMITED",limited dong mei investment co group
47707,47707,76.19047619047619,True,GUN MAKING COMPANY LEVSHA T LLC,t gun lev shall c making company
32351,32351,100.0,True,SYRIAN MILITARY INTELLIGENCE BRANCH 216,syrian 216 branch military intelligence
34993,34993,89.85507246376811,True,"KINAHAN JUNIOR, Christopher Vincent",junior kina han vincent christopher
49226,49226,75.26881720430107,True,SHIPREPAIRING AND SHIPBUILDING CORPORATION JSC,and corporation jsc shipbuilding ship repairing
40876,40876,100.0,True,STAR SAPPHIRE GROUP OF COMPANIES,companies sapphire star of group
51411,51411,92.3076923076923,True,"BETANCOURT ROSERO, Camilo Esteban",camilo rose ro esteban betancourt
29667,29667,95.08196721311475,True,"LUCES OSORIO, Guillermo Antonio",osorio luce s antonio guillermo
49834,49834,95.23809523809523,True,DIGITAL MARKETING AWARDS FZ LLC,llc f z marketing awards digital
51887,51887,88.46153846153845,True,MARSA ENERGY TRADING DMCC,mars a energy trading dmc c
47754,47754,100.0,True,CENTRAL RESEARCH RADIO ENGINEERING INSTITUTE NAMED AFTER ACADEMICIAN A I BERG,engineering a berg institute named central i radio after academician research
40212,40212,80.3921568627451,True,"QUANZHOU YIYANGJIN IMPORT AND EXPORT TRADE CO., LTD.",quan zhou yi yang j in ltd trade import co export and
49782,44883,88.23529411764706,False,LIMITED LIABILITY COMPANY KEKO R,k have rim liability company limited
49681,49681,87.27272727272728,True,OMID SEPAH EXCHANGE COMPANY,se paho mid exchange company
45901,45901,89.23076923076923,True,AL ZAWAYA GROUP FOR DEVELOPMENT AND INVESTMENT SOCIEDAD LIMITADA,forza way a limit ada development investment al group sociedad and
16023,16023,82.53968253968253,True,ZARIN RAFSANJAN CEMENT COMPANY,zar in company raf sanj an cement
11000,11000,85.71428571428572,True,MINERA RIO PRESIDIO S.A. DE C.V.,rio presidio cv miner a desa
13014,13014,62.857142857142854,True,GEOFARMA S.A. DE C.V.,geo farm as acv de
51373,51373,94.33962264150944,True,VISION SHIP MANAGEMENT LLP,ll p vision ship management
36410,51516,86.07594936708861,False,JOINT STOCK COMPANY OFS TECHNOLOGIES,s ber bank company technologies stock joint
13007,13007,68.13186813186813,True,"DESARROLLOS INMOBILIARIOS CITADEL, S.A. DE C.V.",cvs a de citadel in mobil i a rios de sar rollo s
32452,32452,88.09523809523809,True,LOS HUISTAS DRUG TRAFFICKING ORGANIZATION,organization trafficking drug los hui st as
35244,35244,96.90721649484536,True,LIMITED LIABILITY COMPANY RVC MANAGEMENT COMPANY,company company management liability limited rv c
36258,36258,71.42857142857143,True,OKAF TRADING SOCIETATEA CU RASPUNDERE LIMITATA,rasp under ecu oka f societ a tea limit at a trading
32532,32532,91.66666666666666,True,"CLUB INDIOS ROJOS DE JUAREZ, S.A. DE C.V.",de clubs a rojos juarez indios cv de
49400,50014,84.21052631578947,False,LIMITED LIABILITY COMPANY COMPANY SCAN,company limited liability stan kom ash
23825,23825,87.09677419354838,True,"KINGLY WON INTERNATIONAL CO., LTD.",colt d kingly international won
49399,49399,89.0909090909091,True,UNITARY PRIVATE SCIENCE PRODUCTION ENTERPRISE TEHNOLIT,unitary teh no lit enterprise production science private
18048,18048,76.47058823529412,True,"AL-KAWARI, 'Abd al-Latif Bin 'Abdallah Salih Muhammad",s a lih abd muhammad abdallah all at if bin alka war i
19629,19629,91.0891089108911,True,SINGWANG ECONOMICS AND TRADING GENERAL CORPORATION,general and sing wang corporation economics trading
41576,41576,81.9672131147541,True,"GONZALEZ VILLEGAS, Ian Jassiel",gonzalez j as si el villegas ian
49189,49189,92.22222222222223,True,SCIENTIFIC AND PRODUCTION ASSOCIATION OF AUTOMATICS NAMED AFTER ACADEMICIAN NA SEMIKHATOV,semi khat ov production academician of after association automatics named and na scientific
25451,25451,100.0,True,HAFEZ DARYA ARYA SHIPPING COMPANY,hafez arya shipping company darya
40794,40794,65.11627906976744,True,MS KONSULT 2016 EOOD,e ood 2016 ms kon sul t
48670,48670,65.625,True,"EBRAHIMI FORUSHANI, Hamid Hajji",hajj ih amide brahim i for u shani
29020,29020,100.0,True,GRAND TOWN TOURIST CITY,tourist city grand town
30627,30627,100.0,True,CENTRAL ELECTION COMMISSION OF THE REPUBLIC OF BELARUS,central of of the republic election belarus commission
15007,15007,81.4814814814815,True,"BARAKZAI, Haji Abdul Sattar",b arak zai abdul sattar haji
41998,41998,89.41176470588236,True,LIMITED LIABILITY COMPANY FOREPOST TRADING,company trading limited fore post liability
15864,9402,54.117647058823536,False,CORRALES SAN IGNACIO S.P.R. DE R.L. DE C.V.,comp ania der l 5 ga nader as de pr man anti ales
50172,50172,93.87755102040816,True,MACHINE LEARNING LAB S.R.O.,s ro lab learning machine
34960,34960,100.0,True,PERIDOT SHIPPING AND TRADING LLC,peridot trading shipping and llc
7598,7598,83.87096774193549,True,SERVICIO AEREO DE SANTANDER E.U.,e user vici ode aere o santander
41002,48492,69.44444444444444,False,RED DOLPHIN JOINT STOCK COMPANY,stock joint za vo dvo tk in ski y company
48120,43109,50.617283950617285,False,OBSHCHESTVO S OGRANICHENNOI OTVENNOSTYU DOM KOMPONENTOV I OBORUDOVANIYA ELEKTRONSCHIK,og rani chen no ys ve b 3 otv et st ven nost yu ob shche st vote kh no log ii
9583,9583,66.66666666666667,True,"SALI JR., Jainal Antel",jain alan tel s ali jr
7192,7192,85.18518518518519,True,"OLARRA GURIDI, Juan Antonio",juan o larra guri di antonio
48586,48586,95.77464788732395,True,TULUN INTERNATIONAL HOLDING LIMITED,international limited tulu n holding
24431,24431,88.0,True,"CONTRERAS HERNANDEZ, Marleny Josefina",contreras marle ny josef in a hernandez
51404,51404,87.17948717948718,True,LAKE FOREST SP Z O O,forests p oz lake o
19732,19732,100.0,True,SEVEN SEA GOLDEN GENERAL TRADING LLC,general seven sea golden trading llc
44158,44158,100.0,True,JSC SIBERIAN SERVICE COMPANY,siberian service company jsc
13116,13116,98.63013698630137,True,"DEEP OFFSHORE TECHNOLOGY COMPANY,  P.J.S.",deep pj s offshore company technology
48527,46664,73.6842105263158,False,LIMITED LIABILITY COMPANY SREDNEVOLZHSKY BEARING PLANT,limited company s red ne vol zhsky stank oz a vo d liability
27589,27589,100.0,True,LOU TRADING AND INVESTMENT COMPANY LIMITED,investment trading limited lou company and
46488,46488,67.9245283018868,True,"BASTIDAS ERENAS, Juan Pablo",juan bastida serena s pablo
52249,52249,54.54545454545454,True,SAHINLER METAL MAKINA ENDUSTRI ANONIM SIRKETI,sir ket i makin a an on i men dust ri metals ah in ler
30123,30123,100.0,True,TALIB AND SONS PTY LTD,sons and talib pty ltd
28289,28289,80.0,True,ARFA IRON AND STEEL COMPANY,and a rfa iron steel company
46735,46735,94.82758620689656,True,INTERNATIONAL COMPANY LIMITED LIABILITY COMPANY ASTECLING,limited as te cling international company liability company
40477,40477,99.29078014184397,True,CHANGSHA TIANYI SPACE SCIENCE AND TECHNOLOGY RESEARCH INSTITUTE CO. LTD,ltd tian yi research space institute science co and technology changsha
43836,43836,83.33333333333334,True,"ZAMUDIO LERMA, Angel Guillermo",zam udio lerm a angel guillermo
46658,46658,89.79591836734694,True,CLOSED JOINT STOCK COMPANY VOLOGDA BEARING PLANT,vol o gda bearing plant company closed joint stock
29625,29625,100.0,True,OMAN FUEL TRADING LTD,ltd fuel trading oman
51718,51718,100.0,True,JOINT STOCK COMPANY AUTO FINANCE BANK,bank joint finance company stock auto
50402,49020,85.0,False,LIMITED LIABILITY COMPANY RUSSIAN EAGLE,ep lek s limited company liability g rupp
28548,28548,100.0,True,"ORTEGA MURILLO, Juan Carlos",ortega murillo carlos juan
49877,49877,100.0,True,SMART KIT TECHNOLOGY LIMITED,limited kit smart technology
42314,39816,81.4814814814815,False,MONCH GENERAL TRADING L.L.C.,llc k is mayo trading general
49364,49364,86.27450980392157,True,BASSIRE GROUP DOO BEOGRAD,group bass ire doo beograd
40544,40544,96.96969696969697,True,LEBANESE COMPANY FOR INFORMATION AND STUDIES SARL,information studies company and for lebanese sar l
17238,17238,66.66666666666667,True,MANDEGAR BASPAR KIMIYA COMPANY,bas park i miya mande gar company
32743,32743,100.0,True,STATE INSTITUTE FOR EXPERIMENTAL MILITARY MEDICINE OF THE MINISTRY OF DEFENSE,medicine the of ministry for military state defense experimental institute of
35936,35936,98.11320754716981,True,JOINT STOCK COMPANY MIKRON,stock company mik ron joint
32176,32176,60.8,True,ADOON GENERAL TRADING GIDA SANAYI VE TICARET ANONIM SIRKETI,general ti caret sir ket ive gid asana yi trading an on im a do on
46431,46431,83.05084745762711,True,JOINT STOCK COMPANY IZHEVSK ELECTROMECHANICAL PLANT KUPOL,iz he vs k electromechanical company ku pol plant stock joint
41299,41299,86.36363636363636,True,"WUHAN SHUOKANG BIOLOGICAL TECHNOLOGY CO., LTD",technology wuhan s huo kang co biological ltd
40803,40803,68.96551724137932,True,TRILEMMA CONSULTING LTD EOOD,consulting tri lemma lt de ood
29023,29023,62.22222222222222,True,ZUBAIDI AND QALEI LLC,zub aid ill cq a lei and
33014,33014,64.0,True,POLIGONO SANTA MARTA S.A.S.,poli go nos as marta santa
26324,26324,100.0,True,ZHENG DRUG TRAFFICKING ORGANIZATION,organization drug zheng trafficking
48199,48199,86.27450980392157,True,HONGKONG UNITOP GROUP LTD,group ltd uni top hongkong
32533,32533,63.04347826086957,True,"ACUAINDUSTRIA NARCISO MENDOZA, S.C. DE R.L. DE C.V.",mendoza sca cu a indus tria rl narc is ode dec v
36065,36065,72.72727272727273,True,JOINT STOCK COMPANY SHIPREPAIRING CENTER ZVYOZDOCHKA,z vy oz doc hk a ship repairing company joint center stock
17118,17118,86.79245283018868,True,"ISAZA SANCHEZ, Nelson Dario",is aza nelson sanchez dario
40931,40931,88.57142857142857,True,JOINT STOCK COMPANY CENTRAL SCIENTIFIC RESEARCH INSTITUTE BUREVESTNIK,stock company institute research bure vest nik joint scientific central
45041,38140,55.714285714285715,False,JOINT STOCK COMPANY VOLOGODSKY OPTIKO MEKHANICHESKY FACTORY,bala shi khin ski yl it ey no company open stock me khan iche ski yz a vo d joint
31311,31311,61.111111111111114,True,"BUSTAMANTE PUERTA, Dinorah Yoselin",busta man ted in or a hyo sel in puerta
52316,52316,62.22222222222222,True,TEFCAS MARINE SDN. BHD.,sd nt efc as marine b hd
25943,25943,100.0,True,ARJAN ELECTRICITY AND ENERGY GENERATION MANAGEMENT,arjan electricity and generation management energy
11773,11773,80.0,True,SAAVEDRA Y CIA. S. EN C.,saavedra ens cci ay
49307,49197,82.6086956521739,False,LIMITED LIABILITY COMPANY MERKATOR HOLDING,company limited holding liability yu zh poly metal
45976,45976,100.0,True,LIMITED LIABILITY COMPANY START AERO,liability company limited start aero
46224,18087,64.70588235294117,False,"AG & CARLON, S.A. DE C.V.",desk air u cvs a
43038,43038,100.0,True,SIBERIAN SCIENTIFIC RESEARCH INSTITUTE OF GEOLOGY GEOPHYSICS AND MINERAL RAW MATERIAL JOINT STOCK COMPANY,research mineral scientific stock of siberian company material joint and institute geophysics raw geology
11237,11237,100.0,True,"LADINO AVILA, Jaime Arturo",arturo ladino avila jaime
28049,28049,100.0,True,"PAPA PETROLEUM CO., LTD.",ltd petroleum co papa
39666,39666,94.11764705882352,True,AVA PETROLEUM SERVICES S.A.,ava services petroleum s a
46648,46648,100.0,True,LIMITED LIABILITY COMPANY INVENT,invent liability company limited
15664,15664,63.52941176470588,True,"CASA EL VIEJO LUIS DISTRIBUIDORA, S.A. DE C.V.",dec a sadist rib ui do rasa el cv luis viejo
49795,18130,62.22222222222222,False,"W&G ARQUITECTOS, S.A. DE C.V.",ed jam aquinas cv desa
8744,8744,100.0,True,TRANS PACIFIC WORLD LEASING LIMITED,limited leasing pacific world trans
10594,10594,87.17948717948718,True,"BEHZAD, Ahmad Abdulla Mohammad Abdulla",abdull a ahmad mohammad be hz ad abdull a
11548,11548,100.0,True,"VELASQUEZ RODRIGUEZ, Ruth Cecilia",cecilia rodriguez velasquez ruth
28547,28547,98.24561403508771,True,"ACOSTA MONTALVAN, Ivan Adolfo",montalva n adolfo ivan acosta
8394,8394,93.33333333333333,True,PANDORA SHIPPING CO. S.A.,s a co pandora shipping
36324,36324,57.14285714285714,True,KURORT TSARGRAD SPAS-TESHILOVO OOO,ooo tsar grad kuro rts pastes hilo vo
52573,52573,85.3146853146853,True,JOINT STOCK COMPANY TUGANSK MINING AND PROCESSING ENTERPRISE ILMENITE,and tug an sk stock company processing il men it e mining joint enterprise
11626,11626,100.0,True,PETROCHEMICAL COMMERCIAL COMPANY (U.K.) LIMITED,commercial petrochemical uk limited company
